"Agency","Award Date","Vendor","Contract","Contract-ID","Subject","Current Contract Value","Status","Completion Date","Procurement Method","Category","NGIP Codes and Categories","Vendor ID"
"Department of Public Safety","2016-08-27","HECKLER & KOCH INC","405-16-P009789","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-16-P009789' target='_blank'>405-16-P009789</a>","Purchase of Rifles for Texas Rangers","$92,750","Completed","12/30/2016","Competitive","Goods","680-52 Goods","""15410115990T26"""
"Department of Public Safety","2016-08-27","NEMO-Q LP","405-17-P009878","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009878' target='_blank'>405-17-P009878</a>","Maintenance Services","$60,201","Completed","03/01/2017","Competitive","Information","920-45 Information Technology","""11419060600001"""
"Department of Public Safety","2016-08-29","CONCORD COMMERCIAL SERVICES INC","405-16-P009631","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-16-P009631' target='_blank'>405-16-P009631</a>","Renovation - Sweetwater DL refresh","$72,382","Completed","12/30/2016","Competitive","Goods","910-65 Construction","""17526341569000"""
"Department of Public Safety","2016-08-29","PRESIDIO NETWORKED SOLUTIONS GROUP LLC","405-17-P009840","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009840' target='_blank'>405-17-P009840</a>","Router Optimization","$450,919","Completed","08/31/2017","Competitive","Information","920-15 Information Technology","""17605152499T26"""
"Department of Public Safety","2016-08-29","NORTEX MODULAR LEASING AND CONSTRUCTION COMPANY","405-17-P009924","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009924' target='_blank'>405-17-P009924</a>","Lease of portable building","$64,360","Completed","11/30/2020","Competitive","Other","910-63 Construction, 962-46 Other Services, 971-8  Rental or Lease","""17527487080003"""
"Department of Public Safety","2016-08-29","DATABANK IMX LLC","405-17-P009930","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009930' target='_blank'>405-17-P009930</a>","AvePoint - DocAve Software for SharePoint backups","$71,028","Completed","08/31/2019","Competitive","Information","920-45 Information Technology","""12519219377004"""
"Department of Public Safety","2016-08-29","LAWMEN'S & SHOOTERS SUPPLY","405-17-P009957","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009957' target='_blank'>405-17-P009957</a>","Purchase of Leathergoods for THP","$99,765","Completed","11/29/2016","Competitive","Goods","680-12 Goods","""15922231327000"""
"Department of Public Safety","2016-08-29","LCCx, LLC DBA Lackey de Carvajal Cx","405-17-P011160","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P011160' target='_blank'>405-17-P011160</a>","HVAC Services Test and Balance","$67,949","Completed","08/31/2018","Competitive","Goods","992-47 Non-Construction Maintenance","""ue-00000004348"""
"Department of Public Safety","2016-08-30","VORTEX SYSTEMS LLC","405-16-P009694","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-16-P009694' target='_blank'>405-16-P009694</a>","Covert Hardware","$192,100","Completed","08/31/2018","Competitive","Goods","680-87 Goods","""12002667181000"""
"Department of Public Safety","2016-08-30","HECKLER & KOCH INC","405-16-P009862","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-16-P009862' target='_blank'>405-16-P009862</a>","Purchase of Rifles for Texas Rangers","$136,081","Completed","11/30/2016","Competitive","Goods","680-52 Goods","""15410115990T26"""
"Department of Public Safety","2016-08-30","GTS TECHNOLOGY SOLUTION INC","405-16-P009903","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-16-P009903' target='_blank'>405-16-P009903</a>","Monitors","$82,165","Completed","08/31/2016","Competitive","Information","204-60 Information Technology","""17423397979025"""
"Department of Public Safety","2016-08-30","LIFE TECHNOLOGIES CORP","405-17-P009366","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009366' target='_blank'>405-17-P009366</a>","Instrument service contract","$235,563","Completed","08/31/2017","Competitive","Medical","938-81 Medical Services","""13303730777016"""
"Department of Public Safety","2016-08-30","CIMA SOLUTIONS GROUP LLC","405-17-P009839","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009839' target='_blank'>405-17-P009839</a>","IBM B2","$668,379","Completed","08/31/2017","Competitive","Information","920-45 Information Technology","""12024469202T13"""
"Department of Public Safety","2016-08-30","CIMA SOLUTIONS GROUP LLC","405-17-P009841","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009841' target='_blank'>405-17-P009841</a>","Hard Ware Maintenance","$123,368","Completed","08/31/2017","Competitive","Information","939-21 Information Technology","""12024469202002"""
"Department of Public Safety","2016-08-30","TEXAS ALCOHOL & DRUG TESTING SERVICE","405-17-P009943","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009943' target='_blank'>405-17-P009943</a>","Alcohol & Drug Testing Services","$52,500","Completed","08/31/2017","Competitive","Medical","952-7  Medical Services","""17423698368003"""
"Department of Public Safety","2016-08-30","AIRGAS SOUTHWEST","405-17-P009973","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009973' target='_blank'>405-17-P009973</a>"," Gas Cylinder Fill and Certification FY17 for RSD","$61,000","Completed","02/28/2017","Competitive","Goods","430-33 Goods","""17427689181015"""
"Department of Public Safety","2016-08-31","ONE VISION SOLUTIONS","405-16-P008387","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-16-P008387' target='_blank'>405-16-P008387</a>","Audio Video Equipment","$252,118","Completed","08/31/2016","Competitive","Goods","840-56 Goods","""12010058860000"""
"Department of Public Safety","2016-08-31","VIAVI SOLUTIONS LLC","405-16-P009976","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-16-P009976' target='_blank'>405-16-P009976</a>","Aeroflex Service Monitors","$80,723","Completed","09/08/2016","Competitive","Information","730-54 Goods, 939-72 Information Technology","""14807779047T26"""
"Department of Public Safety","2016-08-31","PRESIDIO NETWORKED SOLUTIONS INC","405-16-P010017","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-16-P010017' target='_blank'>405-16-P010017</a>","Cisco Equipment","$105,347","Completed","08/31/2016","Competitive","Information","939-21 Information Technology, 204-13 Information Technology, 208-80 Information Technology, 204-64 Information Technology","""15816676553007"""
"Department of Public Safety","2016-08-31","LIFE TECHNOLOGIES CORPORATION","405-16-P010072","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-16-P010072' target='_blank'>405-16-P010072</a>","Life Technologies 6-Dye Analyzer Licenses","$171,644","Completed","08/31/2018","Competitive","Information","208-82 Information Technology","""13303730777T26"""
"Department of Public Safety","2016-08-31","CIMA SOLUTIONS GROUP LLC","405-17-P009657","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009657' target='_blank'>405-17-P009657</a>","VMWare Maintenance","$165,471","Completed","08/31/2017","Competitive","Information","920-45 Information Technology","""12024469202002"""
"Department of Public Safety","2016-08-31","FLORES AND ASSOCIATES LLC","405-17-P009987","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009987' target='_blank'>405-17-P009987</a>","Blanket order for Xerox Phaser","$250,000","Completed","08/31/2017","Competitive","Information","204-77 Information Technology","""10206815473000"""
"Department of Public Safety","2016-08-31","WORKQUEST","405-17-P010025","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P010025' target='_blank'>405-17-P010025</a>","Temp Staffing","$100,850","Completed","08/31/2017","Non-Comp, Non-Emergency","Management","962-69 Management Services","""17419760511*00"""
"Department of Public Safety","2016-09-01","DATABASE PROJECTS GROUP LLC","405-16-P009451","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-16-P009451' target='_blank'>405-16-P009451</a>","Computerized Criminal History and TCIC","$5,552,400","Completed","02/28/2021","Competitive","Information","920-45 Information Technology","""15223889591000"""
"Department of Public Safety","2016-09-01","WORKQUEST","405-17-P009324","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009324' target='_blank'>405-17-P009324</a>","Staff Aug-Temp staffing","$92,681","Completed","08/31/2017","Competitive","Management","962-69 Management Services","""17419760511011"""
"Department of Public Safety","2016-09-01","WORKQUEST (formerly TIBH)","405-17-P009342","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009342' target='_blank'>405-17-P009342</a>","Temp staffing","$299,622","Completed","08/31/2017","Competitive","Management","962-69 Management Services","""17419760511015"""
"Department of Public Safety","2016-09-01","GTS TECHNOLOGY SOLUTIONS INC","405-17-P009348","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009348' target='_blank'>405-17-P009348</a>","Blanket Release for Monitors","$100,000","Completed","08/31/2017","Competitive","Information","204-60 Information Technology","""17423397979700"""
"Department of Public Safety","2016-09-01","CARAHSOFT TECHNOLGY CORPORATION","405-17-P009765","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009765' target='_blank'>405-17-P009765</a>","BMC Software Maintenance","$222,032","Completed","08/31/2018","Competitive","Information","920-45 Information Technology","""15221896937000"""
"Department of Public Safety","2016-09-01","CARAHSOFT TECHNOLOGY CORPORATION","405-17-P009788","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009788' target='_blank'>405-17-P009788</a>","Software Programming Tool","$280,628","Completed","08/31/2019","Competitive","Information","208-67 Information Technology","""15221896937T26"""
"Department of Public Safety","2016-09-01","TEXAS A&M ENGINEERING EXTENSION SERVICE","405-17-P009823","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009823' target='_blank'>405-17-P009823</a>","PreparingTexas.org HMTS","$164,500","Completed","08/31/2020","Non-Comp, Interagency","Information","920-45 Information Technology","""17422706261033"""
"Department of Public Safety","2016-09-01","LIFE TECHNOLOGIES","405-17-P009835","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009835' target='_blank'>405-17-P009835</a>","DNA Products","$1,800,000","Completed","08/31/2017","Competitive","Goods","175-23 Goods","""13404313002001"""
"Department of Public Safety","2016-09-01","INTERNATIONAL BUSINESS MACHINES CORPORATION","405-17-P009876","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009876' target='_blank'>405-17-P009876</a>","IBM Software Maintenance","$5,000,645","Completed","11/30/2020","Competitive","Information","920-45 Information Technology","""11308719852044"""
"Department of Public Safety","2016-09-01","NATL LAW ENFORCEMENT TELECOMMUNICATIONS SYSTEMS","405-17-P009901","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009901' target='_blank'>405-17-P009901</a>","NLETS Subscription Fees","$96,000","Completed","08/31/2018","Competitive","Other","956-35 Other Services","""12372581491000"""
"Department of Public Safety","2016-09-01","WORKQUEST (formerly TIBH)","405-17-P009940","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009940' target='_blank'>405-17-P009940</a>","Temporary Personnel Services","$159,390","Completed","08/31/2017","Competitive","Management","962-69 Management Services","""17419760511015"""
"Department of Public Safety","2016-09-01","WORKQUEST (formerly TIBH)","405-17-P009951","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009951' target='_blank'>405-17-P009951</a>","Temporary Personnel Services","$63,668","Completed","08/31/2017","Non-Comp, Interagency","Management","962-69 Management Services","""17419760511015"""
"Department of Public Safety","2016-09-01","GTS TECHNOLOGY SOLUTION INC","405-17-P009955","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009955' target='_blank'>405-17-P009955</a>","APC Netshelter","$50,487","Completed","08/31/2017","Competitive","Information","207-34 Information Technology","""17423397979025"""
"Department of Public Safety","2016-09-01","PRESIDIO NETWORKED SOLUTIONS GROUP LLC","405-17-P009975","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P009975' target='_blank'>405-17-P009975</a>","Cisco WebEx Services","$112,181","Completed","08/31/2017","Competitive","Information","915-79 Information Technology","""17605152499T26"""
"Department of Public Safety","2016-09-01","ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE","405-17-P010038","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P010038' target='_blank'>405-17-P010038</a>","Software Maintenance and Licenses","$945,505","Completed","08/31/2018","Competitive","Information","920-45 Information Technology, 208-80 Information Technology","""19527757322*00"""
"Department of Public Safety","2016-09-01","FORAY TECHNOLOGIES","405-17-P010042","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P010042' target='_blank'>405-17-P010042</a>","Foray ADAMS software support","$110,072","Completed","08/31/2020","Competitive","Information","920-45 Information Technology","""12004912205000"""
"Department of Public Safety","2016-09-01","SAS INSTITUTE INC","405-17-P010081","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P010081' target='_blank'>405-17-P010081</a>","SAS Software License and Support","$63,040","Completed","08/31/2017","Competitive","Information","920-45 Information Technology","""15611330174015"""
"Department of Public Safety","2016-09-01","SUMMUS INDUSTRIES INC","405-17-P010108","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P010108' target='_blank'>405-17-P010108</a>","Fujitsu Scanner Blanket PO","$650,500","Completed","08/31/2017","Competitive","Information","204-88 Information Technology, 939-21 Information Technology","""17605333925032"""
"Department of Public Safety","2016-09-01","ORACLE AMERICA, INC.","405-17-P010353","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P010353' target='_blank'>405-17-P010353</a>","Oracle Software Maintenance Renewal","$643,957","Completed","08/31/2017","Competitive","Information","920-45 Information Technology","""19428052492*01"""
"Department of Public Safety","2016-09-01","UNT-HEALTH SCIENCES CENTER","405-17-P011044","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-17-P011044' target='_blank'>405-17-P011044</a>","DNA Testing Services","$400,000","Completed","12/31/2016","Non-Comp, Interagency","Medical","992-26 Medical Services","""17560640330005"""
"Department of Public Safety","2016-09-01","WORKQUEST","405-18-P015388","<a href='https://cms.lbb.texas.gov/Default.aspx?aid=405&cid=405-18-P015388' target='_blank'>405-18-P015388</a>","WorkQuest-Wichita Falls Lawn Service","$34,695","Completed","08/31/2021","Competitive","Management","988-0  Non-Construction Maintenance, 988-31 Management Services, 988-54 Non-Construction Maintenance, 988-83 Management Services, 988-75 Non-Construction Maintenance, 988-2  Non-Construction Maintenance, 988-40 Non-Construction Maintenance, 988-63 Non-Construction Maintenance, 988-46 Non-Construction Maintenance, 988-72 Non-Construction Maintenance, 988-14 Non-Construction Maintenance, 988-20 Non-Construction Maintenance, 988-52 Non-Construction Maintenance, 988-78 Non-Construction Maintenance, 988-27 Non-Construction Maintenance, 988-56 Non-Construction Maintenance, 988-7  Non-Construction Maintenance, 988-77 Non-Construction Maintenance, 988-8  Non-Construction Maintenance, 988-89 Non-Construction Maintenance, 988-73 Non-Construction Maintenance, 988-79 Non-Construction Maintenance, 988-88 Non-Construction Maintenance, 988-15 Non-Construction Maintenance, 988-26 Non-Construction Maintenance, 988-32 Non-Construction Maintenance, 988-64 Management Services, 988-3  Non-Construction Maintenance, 988-87 Non-Construction Maintenance, 988-36 Non-Construction Maintenance, 988-65 Non-Construction Maintenance, 988-38 Non-Construction Maintenance, 988-59 Non-Construction Maintenance","""17419760511000"""
